userId,recommended_item_ids_in_db,gt,number_of_hits,original_recommendations
800,"[527, 1035, 1208, 318, 1204, 920, 1250, 912, 2028]","[364, 1376, 913, 185, 1018, 1014, 2616, 919, 1665, 2015, 942, 2406, 2571, 1654, 2375, 3396, 2694, 1614, 1837, 158, 1371, 3450, 1009, 1527, 2533, 924, 2240, 1148, 585, 262, 2804, 2088, 1016, 3213, 2085, 2782, 367, 1010, 153, 2857, 3499, 342, 449, 1474]",0,"['""Schindler\'s List"" (1993)', '""The Sound of Music"" (1965)', '""Apocalypse Now"" (1979)', '""The Shawshank Redemption"" (1994)', '""Lawrence of Arabia"" (1962)', '""Gone with the Wind"" (1939)', '""The Bridge on the River Kwai"" (1957)', '""The Godfather"" (1972)', '""Casablanca"" (1942)', '""Saving Private Ryan"" (1998)']"
752,"[1252, 50, 296, 318, 608, 6, 2858, 593, 1213]","[3917, 3141, 805, 2360, 3390, 329, 3423, 2787, 1094, 2575, 3410, 3005, 1694, 2406, 1726, 2243, 728, 1586, 3173, 1687, 3394, 339, 468, 700, 300, 2858, 1735, 3179, 349, 2672, 913, 2352, 2707, 3319, 3210, 1777, 45, 1668, 1412, 222, 1278, 3555, 3886, 288, 2329, 415, 1246, 2583, 3766, 3114, 2054, 2735, 3039, 2694, 2599, 3863, 1836, 3418, 948, 1, 506, 581, 2549, 1916, 185, 2076, 3260, 3753, 733, 3259, 1041, 1921, 3253, 2124, 2403, 2348, 1719, 1027, 2324, 1956, 342, 3527, 195, 3254, 374, 2167, 1947, 365, 2723, 3100, 1401, 2374, 1197, 3952, 2797, 466, 6, 2640, 3536, 647, 1485, 3851, 3718, 1175, 2912, 614, 1422, 2174, 1824, 3186, 1690, 3174, 2111, 110, 457, 1884, 2712, 359, 2355, 3267, 2950, 3565, 3408, 352, 1488, 265, 1363, 2871, 674, 858, 765, 88, 3877, 3478, 877, 2353, 2263, 2540, 1554, 494, 10, 2432, 1957, 1653, 1280, 1199, 2455, 1259, 1387, 383, 2605, 371, 25, 587, 2278, 3147, 3717, 1222, 1370, 1821, 111, 627, 2770, 1127, 337, 2236, 3264, 50, 1597, 3079, 1680]",3,"['""Chinatown"" (1974)', '""The Usual Suspects"" (1995)', '""Pulp Fiction"" (1994)', '""Seven"" (1995)', '""The Shawshank Redemption"" (1994)', '""Fargo"" (1996)', '""Heat"" (1995)', '""American Beauty"" (1999)', '""The Silence of the Lambs"" (1991)', '""Goodfellas"" (1990)']"
1203,"[318, 858, 296, 356, 593, 1721, 2959, 3147, 2858]","[2579, 1272, 1556, 356, 1394, 3618, 305, 2289, 1043, 194, 444, 1399, 62, 1441, 2138, 14, 2771, 2313, 2542, 565, 736, 3155, 1285, 3697, 2617, 653, 923, 2490, 1357, 492, 1907, 3639, 2448, 435, 307, 2803, 432, 3717, 316, 288, 2507, 2470, 3802, 481, 1729, 5, 2859, 165, 3409, 2692, 480, 1517, 3300, 3948, 1222, 3510, 2598, 1343, 281, 924, 3108, 1726, 593, 3264, 707, 1644, 50, 928, 3148, 1503, 405, 1545, 1393, 2916, 1352, 785, 1077, 3598, 2571, 908, 3101, 2393, 1885, 802, 2024, 3426, 265, 2875, 1353, 81, 1127, 2395, 2990, 1917, 1912, 1187, 380, 2333, 2245, 2067, 2002, 1784, 3425, 2729, 724, 1092, 41, 866, 2278, 2827, 1603, 909, 1370, 1876, 1945, 3481, 35, 1295, 412, 2724, 47, 3156, 1562, 2054, 2297, 2572, 899, 3554, 242, 2590, 1379, 3408, 2437, 697, 586, 1678, 141, 474]",2,"['The Shawshank Redemption (1994)', 'The Godfather (1972)', 'Pulp Fiction (1994)', 'Forrest Gump (1994)', 'The Silence of the Lambs (1991)', 'Titanic (1997)', 'The Matrix (1999)', 'Fight Club (1999)', 'The Green Mile (1999)', 'American Beauty (1999)']"
1889,"[39, 1407, 2706, 2762, 231, 2710, 296, 2273, 1414, 1517]","[1054, 3115, 1231, 493, 1704, 1205, 1240, 1256, 47, 208, 994, 3480, 3554, 3861, 3328, 588, 2291, 377, 329, 1296, 2490, 608, 1476, 3897, 1734, 1670, 3250, 543, 3219, 2599, 3141, 1821, 296, 1472, 2826, 3039, 919, 1663, 3753, 3865, 2194, 1285, 145, 3536, 1172, 380, 480, 800, 3203, 3770, 1957, 1500, 3316, 1012, 3249, 2949, 1805, 903, 3326, 2295, 3471, 592, 950, 1125, 3396, 1093, 1748, 2694, 1393, 3138, 10, 1759, 1722, 1662, 3272, 2268, 2959, 3515, 2605, 1954, 541, 2144, 1573, 1291, 1342, 293, 3534, 1694, 1753, 555, 3354, 2683, 1682, 2890, 663, 1193, 3703, 482, 280, 3444, 110, 316, 2166, 786]",1,"['Clueless (1995)', 'Scream (1996)', 'American Pie (1999)', 'The Sixth Sense (1999)', 'Dumb and Dumber (1994)', 'The Blair Witch Project (1999)', 'Pulp Fiction (1994)', 'Rush Hour (1998)', 'The Craft (1996)', 'Austin Powers: International Man of Mystery (1997)']"
5795,"[1252, 541, 1212, 50, 904, 1682, 913, 318, 858, 296]","[2915, 2454, 435, 2072, 3087, 514, 2048, 2040, 254, 3016, 1682, 2004, 2134, 3717, 3638, 2795, 688, 1120, 2786, 434, 3039, 2882, 195, 164, 1459, 3564, 1259, 2255, 3600, 3387, 3440, 2991, 2936, 1032, 533, 3269, 329, 1866, 1977, 3471, 1885, 1986, 1387, 20, 628, 289, 2763, 1358, 356, 779, 1378, 3210, 1021, 265, 1882, 2146, 913, 3477, 661, 2762, 2143, 1372, 3528, 656, 2383, 1968, 222, 2657, 276, 3201, 3074, 3176, 861, 2028, 2901, 1588, 1474, 3397, 1194, 1894, 3041, 3042, 1405, 1304, 1410, 1421, 374, 3147, 2746, 125, 2455, 3461, 1584, 1801, 1201, 259, 2379, 2946, 2739, 3551, 1033, 379, 1269, 1497, 1947, 2404, 1207, 2090, 2529, 3157, 2301, 592, 1527, 597, 3330, 52, 3494, 47, 3274, 135, 2338, 1333, 2716, 2526, 2764, 427, 2326, 2724, 2961, 185, 3107, 1356, 198, 541, 2372, 3549, 952, 2018, 193, 2916, 2278, 1920, 1017, 1104, 1296, 2605, 543, 3088, 1094, 1162, 2052, 3354, 2501, 216, 3108, 647, 953, 172, 2291, 2012, 1179, 3508, 504, 447, 3148, 437, 2176, 1440, 78, 2140, 2080, 1544, 3252, 1249, 3469, 2327, 555, 1035, 3165, 10, 2302, 1439, 3390, 2617, 3420, 1731, 1845, 849, 382, 451, 421, 1513, 3421, 3451, 2124, 3102, 1376, 2565, 2174, 2088, 626, 2108, 1334, 1003, 3208, 1954, 1079]",3,"['Chinatown (1974)', 'Blade Runner (1982)', 'The Third Man (1949)', 'The Usual Suspects (1995)', 'Rear Window (1954)', 'The Truman Show (1998)', 'The Maltese Falcon (1941)', 'The Shawshank Redemption (1994)', 'The Godfather (1972)', 'Pulp Fiction (1994)']"
4977,"[1407, 457, 231, 2762, 608, 1517, 593, 1580, 296, 2706]","[2360, 435, 2696, 2908, 1214, 3703, 3147, 2396, 1376, 454, 1197, 405, 1573, 2683, 2692, 3623, 2528, 2435, 1356, 780, 1371, 3471]",0,"['Scream (1996)', 'The Fugitive (1993)', 'Dumb and Dumber (1994)', 'The Sixth Sense (1999)', 'Fargo (1996)', 'Austin Powers: International Man of Mystery (1997)', 'The Silence of the Lambs (1991)', 'Men in Black (1997)', 'Pulp Fiction (1994)', 'American Pie (1999)']"
872,"[912, 541, 318, 1035, 858, 904, 1682, 50, 1213]","[1956, 2600, 3819, 3751, 2985, 2628, 2976, 3076, 3897, 3594, 2161, 965, 1218, 3566, 1097, 1527, 3793, 3264]",0,"['Casablanca (1942)', 'Sing Street (2016)', 'Blade Runner (1982)', 'The Shawshank Redemption (1994)', 'The Sound of Music (1965)', 'The Godfather (1972)', 'Rear Window (1954)', 'The Truman Show (1998)', 'The Usual Suspects (1995)', 'Goodfellas (1990)']"
1465,"[920, 3095, 912, 897, 918, 1939, 953]","[1017, 938, 1041, 2815, 432, 914, 2654, 3037, 2236, 1234, 3628, 1953, 2712, 3274, 3634, 3366, 3257, 2657, 2915, 1091, 2526, 3605, 2398, 1130, 1758, 3005, 2369, 1208, 3791, 2146, 3600, 1242, 3782, 3448, 3198, 2023, 3735, 1586, 2420, 2874, 2266, 1284, 2367, 1304, 3379, 3528, 1196, 3476, 1127, 1480, 1263, 2946, 858, 296, 1927, 805, 1944, 2110, 1957, 2736, 2797, 1997, 282, 2130, 1947, 86, 1676, 3508, 1544, 2669, 1302, 1084, 3019, 2739, 3441, 2135, 1610, 1198, 2872, 1204, 2490, 79, 2803, 1334, 1357, 2316, 800, 1019, 2393]",0,"['Stagecoach (1939)', 'Gone with the Wind (1939)', 'The Grapes of Wrath (1940)', 'Casablanca (1942)', 'The Ox-Bow Incident (1943)', 'For Whom the Bell Tolls (1943)', 'Meet Me in St. Louis (1944)', 'My Darling Clementine (1946)', 'The Best Years of Our Lives (1946)', ""It's a Wonderful Life (1946)""]"
4131,"[1982, 1198, 541, 1222, 551, 2028, 2762, 1258, 480, 1200]","[2723, 2015, 3384, 1073, 2082, 2828, 2038, 590, 3368, 260, 2401, 1258, 3508, 2490, 1278, 1378, 2105, 1097]",1,"['Halloween (1978)', 'Raiders of the Lost Ark (1981)', 'Blade Runner (1982)', 'Full Metal Jacket (1987)', 'The Nightmare Before Christmas (1993)', 'Saving Private Ryan (1998)', 'The Sixth Sense (1999)', 'The Shining (1980)', 'Jurassic Park (1993)', 'Aliens (1986)']"
1856,"[593, 6, 50, 1487, 3793]","[3702, 1200, 788, 2531, 2454, 750, 2641, 1653, 2658, 1779, 780, 541, 593, 2664, 1748, 3175, 160, 3527]",1,"['The Silence of the Lambs (1991)', 'Heat (1995)', 'The Usual Suspects (1995)', 'Se7en (1995)', 'Memento (2000)', 'The Departed (2006)', 'No Country for Old Men (2007)', 'Zodiac (2007)', 'Gone Girl (2014)', 'Shutter Island (2010)']"
793,"[1035, 912, 899, 1197, 858, 364, 1088, 919, 920, 1097]","[2949, 1375, 610, 3807, 903, 3499, 1210, 1598, 539, 3253, 3147, 1580, 3552, 2926, 588, 913, 2080, 3471, 2126, 2728, 529, 858, 2993, 1333, 953, 350, 2616, 3408, 2028]",1,"['The Sound of Music (1965)', 'Casablanca (1942)', ""Singin' in the Rain (1952)"", 'The Princess Bride (1987)', 'The Godfather (1972)', 'The Lion King (1994)', 'Dirty Dancing (1987)', 'The Wizard of Oz (1939)', 'Gone with the Wind (1939)', 'E.T. the Extra-Terrestrial (1982)']"
1714,"[2000, 1036, 1198, 2194, 1101, 1197, 541, 1240, 1088, 1270]","[316, 1476, 1394, 2470, 1296, 2116, 2478, 3479, 1500, 173, 541, 2371, 1300, 372, 2916, 3, 1101, 3864, 2406, 2384, 1298, 2968, 2463, 3060, 2948, 2359, 1375, 550, 243, 2502, 3523, 2915, 468, 1148, 1441, 3809, 1220, 587, 551, 370, 1321, 2791]",2,"['Lethal Weapon (1987)', 'Die Hard (1988)', 'Raiders of the Lost Ark (1981)', 'The Untouchables (1987)', 'Top Gun (1986)', 'The Princess Bride (1987)', 'Blade Runner (1982)', 'The Terminator (1984)', 'Dirty Dancing (1987)', 'Back to the Future (1985)']"
6001,"[457, 1487, 593, 2762, 6, 50, 1092, 377, 628, 1840]","[1213, 296, 3219, 2470, 2346, 3203, 3481, 2985, 1784, 1295, 3649, 3733, 16, 2950, 2712, 412, 457, 3676, 1552, 2373, 1680, 260, 3729, 132, 1913, 1892, 2600, 1964, 1089, 903, 1249, 2997, 999, 1373, 2396]",1,"['The Fugitive (1993)', 'Se7en (1995)', 'The Silence of the Lambs (1991)', 'The Sixth Sense (1999)', 'Heat (1995)', 'The Usual Suspects (1995)', 'Basic Instinct (1992)', 'Speed (1994)', 'Primal Fear (1996)', 'The Game (1997)']"
1270,"[2858, 2762, 2959, 3147, 3578, 3793, 3949, 3291]","[3300, 3755, 3325, 3793, 3863]",1,"['American Beauty (1999)', 'The Sixth Sense (1999)', 'Fight Club (1999)', 'The Green Mile (1999)', 'Gladiator (2000)', 'Memento (2000)', 'Requiem for a Dream (2000)', 'Crouching Tiger, Hidden Dragon (2000)', 'Traffic (2000)', 'Chocolat (2000)']"
3172,"[1, 364, 1197, 1270, 2005, 2918, 1968, 2716]","[1193, 3265, 316, 3802, 2247, 1060, 293, 1175, 736, 28, 296, 3751, 2916, 1580, 3764, 2001, 750, 745, 3114]",0,"['Toy Story (1995)', 'The Lion King (1994)', 'Finding Nemo (2003)', 'The Incredibles (2004)', 'The Princess Bride (1987)', 'Back to the Future (1985)', 'The Goonies (1985)', ""Ferris Bueller's Day Off (1986)"", 'The Breakfast Club (1985)', 'Ghostbusters (1984)']"
1592,"[2791, 1265, 2825, 2716, 1197, 2918, 1732, 2502, 3552, 3868]","[367, 2527, 3481, 3039, 3176, 2788, 2424, 1220, 3462, 3566, 2020, 2076, 3638, 2804, 2870, 3168, 3262, 3253, 364, 736, 2399, 1920, 1276, 2352, 1214, 1090, 1304, 1674, 1198, 1270, 1298, 1104, 3174, 914, 3948, 1200, 2015, 1380, 3725, 1183, 3671, 158, 2455, 2628, 3188, 1242]",0,"['Airplane! (1980)', 'Groundhog Day (1993)', 'Tootsie (1982)', 'Ghostbusters (1984)', 'The Princess Bride (1987)', ""Ferris Bueller's Day Off (1986)"", 'The Big Lebowski (1998)', 'Office Space (1999)', 'Caddyshack (1980)', 'The Naked Gun: From the Files of Police Squad! (1988)']"
605,"[1, 1682, 318, 356, 296, 364, 2762, 1197, 480]","[1726, 410, 3005, 3107, 1485, 73, 2028, 260, 3546, 1584, 2490, 1721, 608]",0,"['Toy Story (1995)', 'The Truman Show (1998)', 'The Shawshank Redemption (1994)', 'The Matrix (1999)', 'Forrest Gump (1994)', 'Pulp Fiction (1994)', 'The Lion King (1994)', 'The Sixth Sense (1999)', 'The Princess Bride (1987)', 'Jurassic Park (1993)']"
170,"[1, 364, 356, 318, 296, 1682, 2762, 2959, 2858]","[1591, 1204, 1036, 2657, 1253, 2701, 1200, 1097, 3578, 3300, 1206, 1225, 3755, 3624]",0,"['Toy Story (1995)', 'The Lion King (1994)', 'Forrest Gump (1994)', 'The Shawshank Redemption (1994)', 'Pulp Fiction (1994)', 'The Truman Show (1998)', 'The Sixth Sense (1999)', 'Fight Club (1999)', 'The Matrix (1999)', 'American Beauty (1999)']"
3564,"[541, 1527, 2916, 480, 780, 1240, 1580, 2985, 1682]","[891, 2291, 3837, 3476, 70, 1215, 2985, 3499, 2338, 1992, 1792, 474, 2628, 2514, 1342, 1200, 1999, 1882, 1379, 3770, 2336, 1779, 2058, 2353, 1645, 1544, 1396, 2154, 799]",1,"['Blade Runner (1982)', 'The Fifth Element (1997)', 'Total Recall (1990)', 'The Matrix (1999)', 'Jurassic Park (1993)', 'Independence Day (1996)', 'The Terminator (1984)', 'Men in Black (1997)', 'RoboCop (1987)', 'The Truman Show (1998)']"
2895,"[2858, 2959, 296, 1682, 3793, 1732, 318, 3898]","[1204, 1544, 3760, 2355, 2002, 2917, 3865, 2996, 1240, 1957, 2243, 1173, 3740, 2805, 1892, 3505, 1189, 3624, 3135, 2409, 390, 3105, 364, 1307, 3360, 1722, 1429, 446, 1079, 3175, 1208, 1060, 2134, 1179, 866, 592, 3060, 3148, 34, 3753, 19, 1193, 1278, 1639, 2410, 235, 3185, 2302, 380, 3420, 3408, 1721, 1711, 1641, 429, 1747, 3706, 555, 3618, 454, 2335, 2915, 1262, 1393, 3317, 3005, 356, 2431, 1876, 3809, 3683, 3909, 2273, 3698, 2881, 2463, 173, 3197]",0,"['American Beauty (1999)', 'Fight Club (1999)', 'The Departed (2006)', 'Pulp Fiction (1994)', 'The Truman Show (1998)', 'Memento (2000)', 'The Big Lebowski (1998)', 'The Shawshank Redemption (1994)', 'Snatch (2000)', 'The Royal Tenenbaums (2001)']"
