userId,gender,age_group,recommendations
5252,Male,Young (21-40 years),"[296, 318, 2023, 593, 111, 50, 1252, 16]"
3451,Female,Young (21-40 years),"[1265, 1784, 1197, 1307, 500, 1682, 2395, 676, 2502]"
1510,Female,Young (21-40 years),"[1197, 1036, 1258, 296, 1240, 593, 1387, 1198, 356]"
4662,Female,Teenager (0-20 years),"[1265, 356, 1682, 1784, 318, 3147, 1704, 2858, 1732]"
3168,Female,Young (21-40 years),"[318, 296, 2959, 1213, 2858, 593, 356, 50]"
229,Male,Teenager (0-20 years),"[318, 1961, 2858, 2959, 1704, 1682, 3147, 1246, 356]"
531,Female,Teenager (0-20 years),[]
2378,Male,Young (21-40 years),[]
1372,Male,Teenager (0-20 years),"[1407, 1580, 457, 593, 1517, 2762, 589, 480, 780]"
4869,Female,Adult (41-60 years),[]
85,Male,Teenager (0-20 years),"[356, 318, 296, 1704, 1682, 2959, 3147, 2762, 2329, 50]"
3927,Female,Young (21-40 years),"[356, 296, 364, 1721, 590, 318, 1704, 1682, 3147, 2858]"
1023,Male,Adult (41-60 years),"[318, 356, 296, 1704, 1682, 3147, 1968, 912]"
4819,Male,Young (21-40 years),[]
677,Male,Adult (41-60 years),"[318, 296, 1213, 356, 1221, 3147, 1193, 50, 2858, 1682]"
5904,Female,Adult (41-60 years),"[1270, 1036, 296, 318, 480, 1198, 593, 2959, 1197]"
5820,Male,Adult (41-60 years),"[912, 1230, 296, 1213, 318, 593, 356]"
1449,Male,Young (21-40 years),[]
1658,Female,Young (21-40 years),[]
1696,Male,Young (21-40 years),[]
1670,Female,Adult (41-60 years),"[1682, 1265, 1197, 1704, 318, 1247, 1230, 1968, 3598]"
5206,Male,Young (21-40 years),"[318, 356, 296, 364, 527, 1682, 1197, 3147, 593, 1247]"
4328,Male,Adult (41-60 years),[]
1617,Male,Young (21-40 years),[]
1098,Male,Young (21-40 years),"[318, 296, 1213, 593, 2959, 50, 1089, 6, 16, 1487]"
3516,Male,Teenager (0-20 years),"[541, 1527, 480, 1196, 1270, 1198, 589, 1200, 1197]"
3104,Male,Teenager (0-20 years),"[318, 2959, 50, 296, 593, 1487, 3793, 2762, 2858]"
4636,Male,Teenager (0-20 years),"[2791, 1270, 2716, 1580, 1517, 1197, 3253, 231, 3175]"
4571,Male,Young (21-40 years),"[1265, 1307, 1682, 1784, 1197, 1704, 318, 356, 3147]"
38,Female,Teenager (0-20 years),"[1230, 1307, 215]"
1499,Male,Teenager (0-20 years),"[1036, 2000, 457, 380, 1580, 2273]"
3647,Male,Young (21-40 years),"[2791, 318, 1198, 296, 1197, 1240, 1732, 858, 1270, 1682]"
1455,Female,Adult (41-60 years),"[356, 318, 1721, 1704, 3147, 1682, 2858, 1183]"
2457,Male,Young (21-40 years),[]
692,Female,Young (21-40 years),[]
2196,Male,Young (21-40 years),"[296, 318, 2959, 356, 1704, 1682, 1617, 2858]"
3492,Male,Young (21-40 years),"[296, 356, 318, 1213, 593, 2959, 1682, 1732, 50, 2329]"
707,Male,Young (21-40 years),"[457, 318, 480, 593, 165, 2762, 589]"
1221,Male,Teenager (0-20 years),[]
5963,Male,Young (21-40 years),"[1230, 1307, 1682, 1265, 1784, 1197]"
2451,Male,Adult (41-60 years),"[356, 318, 296, 858, 1213, 1682, 1732, 2959, 593]"
1407,Female,Young (21-40 years),"[356, 318, 296, 1682, 3147, 2329, 1732, 1213, 1197]"
4767,Female,Young (21-40 years),"[318, 356, 364, 1704, 1682, 1197, 3147, 1035, 2081, 919]"
5207,Male,Young (21-40 years),"[356, 318, 1721, 1682, 539, 457, 1265, 597, 1307]"
4601,Male,Young (21-40 years),"[1036, 457, 1240, 377, 380, 101, 648, 6]"
1893,Female,Young (21-40 years),"[2858, 608, 1682, 318, 296, 1704, 1732, 2959]"
1515,Male,Young (21-40 years),"[2918, 1197, 1, 2005, 2716, 1270, 1517, 2124, 3253]"
4029,Female,Adult (41-60 years),"[912, 899, 318, 1035, 953, 1247, 296, 1197, 356, 1682]"
507,Female,Young (21-40 years),"[1682, 608, 318, 356, 1732, 1704, 1230, 1197]"
3754,Male,Adult (41-60 years),[]
1567,Male,Young (21-40 years),"[1221, 1178, 3504, 923, 608, 3030, 1206, 1250, 111, 1267]"
3341,Male,Young (21-40 years),"[318, 296, 2959, 50, 608, 1213, 858, 1089, 593]"
94,Male,Young (21-40 years),"[1982, 1214, 2668, 1347, 1997, 1219, 2459, 1387, 2160, 1345]"
4646,Female,Young (21-40 years),"[356, 1682, 1704, 318, 2329, 3147, 1784, 1393]"
2120,Male,Teenager (0-20 years),"[318, 356, 296, 2959, 1213, 593, 50, 1487, 2762]"
2324,Male,Young (21-40 years),"[912, 318, 593, 527, 1193, 1207, 296, 2858]"
4926,Male,Teenager (0-20 years),"[1265, 1197, 1270, 1307, 2124, 1968, 39, 2005, 597, 2918]"
3888,Male,Adult (41-60 years),"[296, 318, 1213, 1230, 1732, 608, 1682, 2858]"
3025,Female,Young (21-40 years),"[2918, 899, 1265, 2124, 551, 39]"
1739,Male,Adult (41-60 years),"[2858, 356, 296, 1682, 1704, 318, 1732, 1197]"
2307,Male,Young (21-40 years),"[318, 296, 2959, 50, 1704, 1682, 2329, 1732, 3147]"
1700,Male,Young (21-40 years),"[2502, 1682, 608, 1265, 1732, 296, 356, 318, 1704, 1197]"
6030,Male,Young (21-40 years),"[541, 480, 1270, 260, 1240, 1200, 1527, 1097, 1198]"
2381,Female,Young (21-40 years),"[904, 858, 1252, 593, 296, 318, 2959, 50, 2858, 1487]"
3873,Female,Adult (41-60 years),"[912, 910, 356, 920, 318, 1197, 296, 1035]"
784,Male,Teenager (0-20 years),"[296, 1682, 1704, 2028, 318, 2858, 3147, 110, 2959]"
536,Male,Young (21-40 years),[]
4146,Male,Young (21-40 years),"[318, 1090, 1222, 1263, 110, 2268, 1262, 2427, 1250, 3147]"
1781,Female,Young (21-40 years),"[1258, 2174, 551, 1407, 2762, 2710]"
5833,Female,Young (21-40 years),"[318, 356, 296, 1682, 3147, 1197, 3598, 1682, 1265]"
1195,Female,Teenager (0-20 years),"[1997, 1717, 2762, 2710, 593, 1347, 2459, 1219, 1258]"
3606,Female,Young (21-40 years),"[318, 356, 296, 2959, 593, 3147, 1682, 2762]"
5785,Female,Young (21-40 years),"[318, 356, 858, 296, 2959, 1213, 593]"
1596,Female,Teenager (0-20 years),"[296, 318, 2959, 593, 1213, 356, 1487, 1682, 2858]"
1738,Male,Young (21-40 years),"[318, 356, 296, 1682, 1704, 3147, 50, 2329]"
1534,Male,Adult (41-60 years),"[296, 356, 318, 1704, 3147, 2329, 1682, 50]"
5523,Male,Young (21-40 years),[]
4054,Male,Young (21-40 years),[]
5303,Female,Adult (41-60 years),"[527, 318, 356, 3147, 3912, 1682, 593, 2329]"
264,Male,Young (21-40 years),[]
626,Male,Teenager (0-20 years),"[364, 356, 318, 595, 2081, 3114]"
3205,Female,Young (21-40 years),[]
4906,Male,Adult (41-60 years),[]
178,Male,Adult (41-60 years),"[318, 356, 1, 364, 1704, 1682, 595, 3147, 1197, 2081]"
1173,Female,Young (21-40 years),[]
2942,Female,Adult (41-60 years),"[296, 318, 593, 1213, 1281, 829, 1263, 1230]"
5170,Male,Teenager (0-20 years),"[318, 356, 2959, 593, 1213, 858]"
2827,Male,Young (21-40 years),"[2791, 420, 318, 296, 1213, 858, 1270, 1197, 1198]"
157,Male,Young (21-40 years),[]
3619,Male,Adult (41-60 years),"[318, 296, 2959, 1213, 1682, 593, 2858, 608, 1732]"
2143,Male,Teenager (0-20 years),"[1036, 1240, 541, 1200, 318]"
1544,Male,Young (21-40 years),"[1270, 1198, 1197, 318, 296, 480, 260, 2959]"
1774,Male,Young (21-40 years),"[1200, 1407, 2716, 1240, 1580, 1270, 1236]"
32,Female,Young (21-40 years),"[50, 296, 2959, 318, 2858, 593, 1487, 2762, 608, 1682]"
1673,Male,Teenager (0-20 years),"[480, 1270, 1291, 1580, 1197, 2716, 1240, 318, 356]"
6033,Male,Adult (41-60 years),"[296, 318, 6, 2959, 1617, 50, 1089, 16, 2023]"
5610,Female,Young (21-40 years),"[593, 2858, 50, 1487, 2959, 318, 2762, 296, 3147, 1213]"
3765,Female,Adult (41-60 years),"[597, 2671, 2572, 1197, 357, 1569, 539, 1777]"
5997,Female,Young (21-40 years),"[541, 1097, 589, 480, 2011, 1527, 1200]"
309,Male,Young (21-40 years),"[318, 296, 2959, 1213, 593, 50, 110, 356, 2762]"
811,Male,Adult (41-60 years),"[912, 318, 296, 356, 858, 2959, 593]"
4305,Female,Adult (41-60 years),[]
809,Male,Young (21-40 years),"[1265, 1517, 2413, 1197, 2918, 1230, 1732, 2716, 1307, 1682]"
1184,Female,Young (21-40 years),[]
2145,Male,Teenager (0-20 years),[]
4384,Male,Young (21-40 years),[]
4833,Male,Young (21-40 years),"[318, 356, 364, 1682, 3147, 1, 1035]"
3199,Male,Teenager (0-20 years),"[296, 318, 2959, 1213, 593, 50, 110, 2762, 6]"
2938,Female,Young (21-40 years),[]
5852,Female,Young (21-40 years),[]
4863,Female,Young (21-40 years),"[1307, 1265, 539, 356, 1197, 597, 39, 1682, 1230, 1777]"
3406,Female,Young (21-40 years),"[356, 296, 318, 2959, 2858, 3147, 110, 2028, 1682]"
5187,Male,Teenager (0-20 years),"[480, 260, 541, 1198, 1270, 1240, 1374, 1200, 858]"
3353,Male,Young (21-40 years),[]
4481,Male,Young (21-40 years),"[296, 50, 6, 1036, 457, 1487, 589, 2959, 593]"
539,Male,Young (21-40 years),"[480, 364, 3114, 1198, 1240, 595, 1197, 318]"
2623,Male,Adult (41-60 years),"[1265, 1682, 2502, 39, 1197, 2918, 1732, 2302, 3253, 2791]"
1087,Male,Young (21-40 years),[]
4398,Female,Teenager (0-20 years),"[356, 1682, 1968, 1307, 1246, 1197, 1230, 1265]"
3752,Female,Teenager (0-20 years),"[296, 318, 1704, 1682, 2858, 1732, 2959, 1968, 1197]"
81,Female,Young (21-40 years),"[318, 296, 527, 593, 2959, 50]"
3246,Female,Young (21-40 years),[]
1972,Male,Adult (41-60 years),"[296, 318, 1213, 2959, 593, 356, 912, 50]"
3860,Male,Adult (41-60 years),"[2028, 3578, 356, 110, 260, 1196, 1210, 1250, 1090, 1263]"
502,Male,Young (21-40 years),"[356, 318, 1265, 1682, 2918, 1197, 1270, 1247, 1230, 1732]"
3134,Male,Teenager (0-20 years),"[1036, 541, 480, 318, 2959, 1240, 296]"
1952,Male,Young (21-40 years),[]
3711,Male,Young (21-40 years),"[318, 296, 50, 2959, 593, 480, 589, 2762, 3114]"
4087,Male,Teenager (0-20 years),"[593, 1265, 1307, 457, 1580, 1682, 2762, 1517, 539]"
5972,Female,Young (21-40 years),[]
1506,Male,Young (21-40 years),"[318, 356, 364, 296, 593, 1213, 3147, 1, 1682]"
1224,Male,Adult (41-60 years),[]
1655,Male,Teenager (0-20 years),"[2791, 2716, 2918, 1270, 1732, 1197, 1265, 3253, 3868, 1136]"
3661,Male,Young (21-40 years),"[1278, 2716, 1080, 968, 1197, 1321, 2174, 1215]"
4007,Male,Young (21-40 years),[]
5454,Male,Young (21-40 years),"[912, 296, 318, 2959, 593, 50]"
158,Male,Adult (41-60 years),"[1221, 296, 1252, 318, 913, 1213, 50, 1193, 593]"
3373,Male,Teenager (0-20 years),"[1198, 589, 1036, 110, 318, 3578]"
5346,Female,Young (21-40 years),"[318, 1, 296, 364, 1213, 595, 1682, 1197, 1732, 2081]"
788,Male,Young (21-40 years),"[2716, 1580, 1197, 3175, 1270, 480, 1527, 260]"
234,Male,Young (21-40 years),"[1221, 527, 296, 110, 318, 356, 593, 2959, 2858]"
470,Female,Teenager (0-20 years),"[1, 364, 595, 2081, 588, 1907]"
5978,Male,Young (21-40 years),[]
5966,Female,Young (21-40 years),"[2858, 1704, 1682, 318, 3147, 2959, 50]"
4880,Female,Adult (41-60 years),"[296, 356, 318, 1704, 1682, 1732, 3147, 1197]"
1164,Female,Young (21-40 years),[]
5877,Male,Teenager (0-20 years),"[1197, 1270, 1307, 364, 318, 1265, 1682, 1732, 551]"
5871,Female,Young (21-40 years),"[912, 318, 296, 356, 858, 1704, 1682, 3147, 2959]"
5720,Male,Young (21-40 years),[]
1003,Male,Young (21-40 years),"[296, 356, 318, 1221, 1732, 1682, 1247, 1197, 50, 593]"
3086,Male,Teenager (0-20 years),"[296, 1704, 318, 2959, 2329, 1682, 3147, 50]"
4856,Male,Young (21-40 years),"[318, 296, 1213, 1682, 1732]"
1048,Male,Young (21-40 years),"[2858, 1682, 1704, 318, 356, 3147]"
402,Male,Young (21-40 years),[]
997,Male,Teenager (0-20 years),"[318, 296, 2959, 593, 1213, 50]"
2413,Female,Adult (41-60 years),"[1036, 420, 318, 296, 1213, 1198, 858, 6]"
3194,Male,Young (21-40 years),"[356, 296, 318, 1213, 2959, 858, 593]"
1965,Male,Adult (41-60 years),"[1197, 1265, 356, 318, 1961, 920, 1221, 1213, 527, 2762]"
2349,Male,Young (21-40 years),"[318, 296, 1213, 2023, 1198, 589, 110, 2959]"
1733,Male,Teenager (0-20 years),[]
3834,Male,Teenager (0-20 years),[]
5600,Female,Adult (41-60 years),[]
5697,Male,Young (21-40 years),"[318, 296, 1213, 2959, 593, 356, 6]"
2708,Male,Young (21-40 years),"[1265, 1682, 2918, 1307, 1732, 296, 356, 318, 539]"
5143,Male,Teenager (0-20 years),"[356, 318, 1213, 1682, 2858, 1732, 3147, 608]"
562,Male,Young (21-40 years),"[1036, 1198, 589, 480, 2000, 648, 110, 318]"
2620,Male,Teenager (0-20 years),"[165, 480, 1240, 780, 541, 457, 3623]"
1729,Male,Young (21-40 years),"[296, 356, 318, 1213, 1682, 1732, 2959, 2858]"
2573,Male,Adult (41-60 years),"[2000, 1036, 457, 296]"
4960,Male,Adult (41-60 years),"[1, 318, 296, 364, 1682, 1197, 2761, 3147, 595, 531]"
684,Male,Young (21-40 years),"[296, 318, 356, 1704, 1682, 3147, 2762, 110, 50]"
320,Male,Young (21-40 years),"[1198, 318, 589, 296, 110, 356, 3578, 858]"
2418,Female,Teenager (0-20 years),"[1307, 357, 1569, 1777, 2572, 2671, 539, 597, 2424, 1265]"
4140,Male,Young (21-40 years),[]
1076,Female,Young (21-40 years),"[1265, 39, 231, 1682, 1923, 2395, 1732, 2502, 1230, 3254]"
4128,Male,Young (21-40 years),"[296, 318, 356, 1213, 858, 1732, 2959, 1682, 593, 1197]"
