userId,recommended_item_ids_in_db,gt,number_of_hits,original_recommendations
934,"[912, 903, 829, 1252, 1959, 1183, 412, 515, 105, 3176]","[237, 536, 256, 3361, 3712, 1588, 2961, 104, 2028, 1097, 2412, 3502, 141, 448, 569, 2628, 798, 612, 39, 3270, 3841, 2469, 102, 2245, 1513, 3004, 3072, 3809, 2405, 64, 2374, 289, 613, 453, 463, 3214, 2112, 11, 1680, 1923, 3394, 1888, 1091, 852, 3798, 2150, 1515, 182, 3358, 412, 529, 1135, 2141, 1265, 2478, 2795, 3174, 1616, 2384, 801, 1556, 3302, 1834, 2002, 349, 432, 107, 673, 919, 241, 688, 2501, 1359, 3089, 356, 3911, 1124, 322, 1441, 377, 2094, 3106, 2335, 2406, 1912, 1259, 429, 3250, 2906, 1, 1911]",1,"['Casablanca (1942)', 'Vertigo (1958)', 'The Apartment (1960)', 'Chinatown (1974)', 'Out of Africa (1985)', 'The English Patient (1996)', 'The Age of Innocence (1993)', 'The Remains of the Day (1993)', 'The Bridges of Madison County (1995)', 'The Talented Mr. Ripley (1999)']"
1004,"[2791, 3868, 2413, 1197, 1265, 2174, 2100, 1278, 1307, 676]","[2248, 743, 1460, 517, 2770, 3802, 316, 736, 1968, 861, 2109, 1282, 44, 1394, 3020, 1135, 3712, 1713, 3114, 2643, 3153, 1037, 2082, 2371, 2105, 239, 3033, 2947, 539, 2802, 435, 1297, 3771, 840, 48, 1597, 2916, 2143, 362, 589, 2625, 1707, 3174, 1881, 356, 364, 2134, 2374, 2012, 1222, 1100, 7, 2502, 780, 1479, 170, 1210, 2815, 1377, 2353, 1895, 2476, 2529, 3638, 3633, 3396, 590, 34, 2879, 1367, 1198, 2004, 1226, 1285, 2054, 3809, 3, 2000, 3697, 70, 2421, 11, 442, 1876, 1562, 2863, 3052, 762, 3763, 2991, 3552, 1918, 2375]",0,"['**Airplane! (1980)', '**The Naked Gun: From the Files of Police Squad! (1988)', '**Clue (1985)', '**The Princess Bride (1987)', '**Groundhog Day (1993)', '**Beetlejuice (1988)', '**Splash (1984)', '**Young Frankenstein (1974)', '**When Harry Met Sally... (1989)', '**The Birdcage (1996)']"
2810,"[899, 1197, 39, 1035, 2000, 1307, 1380, 1036, 597]","[2709, 2424, 277, 780, 597, 2089, 1345, 2385, 2429, 2080, 274, 593, 2162, 27, 231, 2485, 1024, 2005, 368, 2421, 2154, 941, 1721, 1610, 2432, 1717, 3825, 364, 1388, 1615, 1562, 783, 1597, 3176, 1020, 104, 2506, 3081, 317, 2671, 3034, 1086, 419, 412, 3675, 1197, 920, 1968, 1544, 3615, 1167, 648, 2471, 110, 1029, 2053, 1479, 1399, 3489, 2398, 1582, 3174, 1286, 3259, 262, 3623]",2,"[""Singin' in the Rain (1952)"", 'The Princess Bride (1987)', 'Clueless (1995)', 'The Sound of Music (1965)', 'Lethal Weapon (1987)', 'When Harry Met Sally... (1989)', 'The Mask (1994)', 'Grease (1978)', 'Die Hard (1988)', 'Pretty Woman (1990)']"
800,"[527, 1035, 1208, 1250, 1263, 1262, 2268, 1204, 1299, 1090]","[364, 1376, 913, 185, 1018, 1014, 2616, 919, 1665, 2015, 942, 2406, 2571, 1654, 2375, 3396, 2694, 1614, 1837, 158, 1371, 3450, 1009, 1527, 2533, 924, 2240, 1148, 585, 262, 2804, 2088, 1016, 3213, 2085, 2782, 367, 1010, 153, 2857, 3499, 342, 449, 1474]",0,"[""Schindler's List (1993)"", 'The Sound of Music (1965)', 'Apocalypse Now (1979)', 'The Bridge on the River Kwai (1957)', 'The Deer Hunter (1978)', 'The Great Escape (1963)', 'A Few Good Men (1992)', 'Lawrence of Arabia (1962)', 'The Killing Fields (1984)', 'Platoon (1986)']"
752,"[1258, 2174, 608, 1265, 3499, 2124, 1407, 39, 2762, 2291]","[3917, 3141, 805, 2360, 3390, 329, 3423, 2787, 1094, 2575, 3410, 3005, 1694, 2406, 1726, 2243, 728, 1586, 3173, 1687, 3394, 339, 468, 700, 300, 2858, 1735, 3179, 349, 2672, 913, 2352, 2707, 3319, 3210, 1777, 45, 1668, 1412, 222, 1278, 3555, 3886, 288, 2329, 415, 1246, 2583, 3766, 3114, 2054, 2735, 3039, 2694, 2599, 3863, 1836, 3418, 948, 1, 506, 581, 2549, 1916, 185, 2076, 3260, 3753, 733, 3259, 1041, 1921, 3253, 2124, 2403, 2348, 1719, 1027, 2324, 1956, 342, 3527, 195, 3254, 374, 2167, 1947, 365, 2723, 3100, 1401, 2374, 1197, 3952, 2797, 466, 6, 2640, 3536, 647, 1485, 3851, 3718, 1175, 2912, 614, 1422, 2174, 1824, 3186, 1690, 3174, 2111, 110, 457, 1884, 2712, 359, 2355, 3267, 2950, 3565, 3408, 352, 1488, 265, 1363, 2871, 674, 858, 765, 88, 3877, 3478, 877, 2353, 2263, 2540, 1554, 494, 10, 2432, 1957, 1653, 1280, 1199, 2455, 1259, 1387, 383, 2605, 371, 25, 587, 2278, 3147, 3717, 1222, 1370, 1821, 111, 627, 2770, 1127, 337, 2236, 3264, 50, 1597, 3079, 1680]",2,"['The Shining (1980)', 'Beetlejuice (1988)', 'Fargo (1996)', 'Groundhog Day (1993)', 'Misery (1990)', 'The Addams Family (1991)', 'Scream (1996)', 'Clueless (1995)', 'The Sixth Sense (1999)', 'Edward Scissorhands (1990)']"
1203,"[2762, 1487, 3176, 1840, 628]","[2579, 1272, 1556, 356, 1394, 3618, 305, 2289, 1043, 194, 444, 1399, 62, 1441, 2138, 14, 2771, 2313, 2542, 565, 736, 3155, 1285, 3697, 2617, 653, 923, 2490, 1357, 492, 1907, 3639, 2448, 435, 307, 2803, 432, 3717, 316, 288, 2507, 2470, 3802, 481, 1729, 5, 2859, 165, 3409, 2692, 480, 1517, 3300, 3948, 1222, 3510, 2598, 1343, 281, 924, 3108, 1726, 593, 3264, 707, 1644, 50, 928, 3148, 1503, 405, 1545, 1393, 2916, 1352, 785, 1077, 3598, 2571, 908, 3101, 2393, 1885, 802, 2024, 3426, 265, 2875, 1353, 81, 1127, 2395, 2990, 1917, 1912, 1187, 380, 2333, 2245, 2067, 2002, 1784, 3425, 2729, 724, 1092, 41, 866, 2278, 2827, 1603, 909, 1370, 1876, 1945, 3481, 35, 1295, 412, 2724, 47, 3156, 1562, 2054, 2297, 2572, 899, 3554, 242, 2590, 1379, 3408, 2437, 697, 586, 1678, 141, 474]",0,"['The Sixth Sense (1999)', 'Mystic River (2003)', 'The Others (2001)', 'Se7en (1995)', 'The Talented Mr. Ripley (1999)', 'The Game (1997)', 'Primal Fear (1996)', 'The Prestige (2006)', 'Gone Baby Gone (2007)', 'Shutter Island (2010)']"
1889,"[1213, 318, 296, 593, 608, 1265, 2762, 1682, 2268, 457]","[1054, 3115, 1231, 493, 1704, 1205, 1240, 1256, 47, 208, 994, 3480, 3554, 3861, 3328, 588, 2291, 377, 329, 1296, 2490, 608, 1476, 3897, 1734, 1670, 3250, 543, 3219, 2599, 3141, 1821, 296, 1472, 2826, 3039, 919, 1663, 3753, 3865, 2194, 1285, 145, 3536, 1172, 380, 480, 800, 3203, 3770, 1957, 1500, 3316, 1012, 3249, 2949, 1805, 903, 3326, 2295, 3471, 592, 950, 1125, 3396, 1093, 1748, 2694, 1393, 3138, 10, 1759, 1722, 1662, 3272, 2268, 2959, 3515, 2605, 1954, 541, 2144, 1573, 1291, 1342, 293, 3534, 1694, 1753, 555, 3354, 2683, 1682, 2890, 663, 1193, 3703, 482, 280, 3444, 110, 316, 2166, 786]",4,"['Goodfellas (1990)', 'The Shawshank Redemption (1994)', 'Pulp Fiction (1994)', 'The Silence of the Lambs (1991)', 'Fargo (1996)', 'Groundhog Day (1993)', 'The Sixth Sense (1999)', 'The Truman Show (1998)', 'A Few Good Men (1992)', 'The Fugitive (1993)']"
5795,"[1212, 1252, 541, 913, 1201, 318, 3435, 1266, 1284, 1209]","[2915, 2454, 435, 2072, 3087, 514, 2048, 2040, 254, 3016, 1682, 2004, 2134, 3717, 3638, 2795, 688, 1120, 2786, 434, 3039, 2882, 195, 164, 1459, 3564, 1259, 2255, 3600, 3387, 3440, 2991, 2936, 1032, 533, 3269, 329, 1866, 1977, 3471, 1885, 1986, 1387, 20, 628, 289, 2763, 1358, 356, 779, 1378, 3210, 1021, 265, 1882, 2146, 913, 3477, 661, 2762, 2143, 1372, 3528, 656, 2383, 1968, 222, 2657, 276, 3201, 3074, 3176, 861, 2028, 2901, 1588, 1474, 3397, 1194, 1894, 3041, 3042, 1405, 1304, 1410, 1421, 374, 3147, 2746, 125, 2455, 3461, 1584, 1801, 1201, 259, 2379, 2946, 2739, 3551, 1033, 379, 1269, 1497, 1947, 2404, 1207, 2090, 2529, 3157, 2301, 592, 1527, 597, 3330, 52, 3494, 47, 3274, 135, 2338, 1333, 2716, 2526, 2764, 427, 2326, 2724, 2961, 185, 3107, 1356, 198, 541, 2372, 3549, 952, 2018, 193, 2916, 2278, 1920, 1017, 1104, 1296, 2605, 543, 3088, 1094, 1162, 2052, 3354, 2501, 216, 3108, 647, 953, 172, 2291, 2012, 1179, 3508, 504, 447, 3148, 437, 2176, 1440, 78, 2140, 2080, 1544, 3252, 1249, 3469, 2327, 555, 1035, 3165, 10, 2302, 1439, 3390, 2617, 3420, 1731, 1845, 849, 382, 451, 421, 1513, 3421, 3451, 2124, 3102, 1376, 2565, 2174, 2088, 626, 2108, 1334, 1003, 3208, 1954, 1079]",3,"['The Third Man (1949)', 'Chinatown (1974)', 'Blade Runner (1982)', 'The Maltese Falcon (1941)', 'The Good, the Bad and the Ugly (1966)', 'The Shawshank Redemption (1994)', 'Double Indemnity (1944)', 'Unforgiven (1992)', 'The Big Sleep (1946)', 'Once Upon a Time in the West (1968)']"
4977,"[2174, 3499, 2762, 2124, 593, 2291, 1682, 1407, 318]","[2360, 435, 2696, 2908, 1214, 3703, 3147, 2396, 1376, 454, 1197, 405, 1573, 2683, 2692, 3623, 2528, 2435, 1356, 780, 1371, 3471]",0,"['**Beetlejuice (1988)', '**Misery (1990)', '**The Fugitive (1993)', '**The Sixth Sense (1999)', '**The Addams Family (1991)', '**The Silence of the Lambs (1991)', '**Edward Scissorhands (1990)', '**The Truman Show (1998)', '**Scream (1996)', '**The Shawshank Redemption (1994)']"
872,"[318, 356, 1213, 1732, 1304, 3671, 1682, 1201, 608, 1230]","[1956, 2600, 3819, 3751, 2985, 2628, 2976, 3076, 3897, 3594, 2161, 965, 1218, 3566, 1097, 1527, 3793, 3264]",0,"['**The Shawshank Redemption (1994)', '**Forrest Gump (1994)', '**Goodfellas (1990)', '**The Big Lebowski (1998)', '**Butch Cassidy and the Sundance Kid (1969)', '**Blazing Saddles (1974)', '**The Truman Show (1998)', '**The Good, the Bad and the Ugly (1966)', '**Fargo (1996)', '**Annie Hall (1977)']"
1465,"[3095, 1282, 913, 918, 1281, 898, 928]","[1017, 938, 1041, 2815, 432, 914, 2654, 3037, 2236, 1234, 3628, 1953, 2712, 3274, 3634, 3366, 3257, 2657, 2915, 1091, 2526, 3605, 2398, 1130, 1758, 3005, 2369, 1208, 3791, 2146, 3600, 1242, 3782, 3448, 3198, 2023, 3735, 1586, 2420, 2874, 2266, 1284, 2367, 1304, 3379, 3528, 1196, 3476, 1127, 1480, 1263, 2946, 858, 296, 1927, 805, 1944, 2110, 1957, 2736, 2797, 1997, 282, 2130, 1947, 86, 1676, 3508, 1544, 2669, 1302, 1084, 3019, 2739, 3441, 2135, 1610, 1198, 2872, 1204, 2490, 79, 2803, 1334, 1357, 2316, 800, 1019, 2393]",0,"['Stagecoach (1939)', 'The Grapes of Wrath (1940)', 'Fantasia (1940)', 'The Maltese Falcon (1941)', 'Meet Me in St. Louis (1944)', 'The Ox-Bow Incident (1943)', 'The Great Dictator (1940)', 'The Philadelphia Story (1940)', 'Rebecca (1940)', 'The Red Shoes (1948)']"
4131,"[2668, 2664, 1321, 2762, 3499, 2174, 799]","[2723, 2015, 3384, 1073, 2082, 2828, 2038, 590, 3368, 260, 2401, 1258, 3508, 2490, 1278, 1378, 2105, 1097]",0,"['The Thing (1982)', 'The Fly (1986)', 'Invasion of the Body Snatchers (1978)', 'An American Werewolf in London (1981)', 'The Sixth Sense (1999)', 'Misery (1990)', 'Beetlejuice (1988)', 'The Lost Boys (1987)', 'The Others (2001)', 'The Frighteners (1996)', 'Enjoy watching!']"
1856,"[593, 1487, 50, 541, 2762, 6, 457]","[3702, 1200, 788, 2531, 2454, 750, 2641, 1653, 2658, 1779, 780, 541, 593, 2664, 1748, 3175, 160, 3527]",2,"['The Silence of the Lambs (1991)', 'Se7en (1995)', 'The Usual Suspects (1995)', 'Blade Runner (1982)', 'The Sixth Sense (1999)', 'Heat (1995)', 'Minority Report (2002)', 'The Fugitive (1993)', 'The Bourne Identity (2002)', 'Inception (2010)']"
793,"[920, 1035, 595, 1230, 1028, 899, 1197, 1947, 916, 914]","[2949, 1375, 610, 3807, 903, 3499, 1210, 1598, 539, 3253, 3147, 1580, 3552, 2926, 588, 913, 2080, 3471, 2126, 2728, 529, 858, 2993, 1333, 953, 350, 2616, 3408, 2028]",0,"['**Gone with the Wind (1939)', '**The Sound of Music (1965)', '**Beauty and the Beast (1991)', '**Annie Hall (1977)', '**Mary Poppins (1964)', ""**Singin' in the Rain (1952)"", '**The Princess Bride (1987)', '**West Side Story (1961)', '**Roman Holiday (1953)', '**My Fair Lady (1964)']"
1714,"[1036, 420, 2000, 2194, 2797, 1197, 3039, 2420, 2406, 1220]","[316, 1476, 1394, 2470, 1296, 2116, 2478, 3479, 1500, 173, 541, 2371, 1300, 372, 2916, 3, 1101, 3864, 2406, 2384, 1298, 2968, 2463, 3060, 2948, 2359, 1375, 550, 243, 2502, 3523, 2915, 468, 1148, 1441, 3809, 1220, 587, 551, 370, 1321, 2791]",2,"['Die Hard (1988)', 'Beverly Hills Cop (1984)', 'Lethal Weapon (1987)', 'The Untouchables (1987)', 'Big (1988)', 'The Princess Bride (1987)', 'Trading Places (1983)', 'The Karate Kid (1984)', 'Romancing the Stone (1984)', 'The Blues Brothers (1980)']"
6001,"[593, 50, 6, 628, 1343, 2762, 3499]","[1213, 296, 3219, 2470, 2346, 3203, 3481, 2985, 1784, 1295, 3649, 3733, 16, 2950, 2712, 412, 457, 3676, 1552, 2373, 1680, 260, 3729, 132, 1913, 1892, 2600, 1964, 1089, 903, 1249, 2997, 999, 1373, 2396]",0,"['""Seven"" (1995)', '""The Silence of the Lambs"" (1991)', '""The Usual Suspects"" (1995)', '""Heat"" (1995)', '""Primal Fear"" (1996)', '""Cape Fear"" (1991)', '""The Fugitive"" (1993)', '""The Sixth Sense"" (1999)', '""The Game"" (1997)', '""Misery"" (1990)']"
1270,"[318, 527, 356, 858, 296, 1704, 593, 1721, 2268, 110]","[3300, 3755, 3325, 3793, 3863]",0,"['The Shawshank Redemption (1994)', ""Schindler's List (1993)"", 'Forrest Gump (1994)', 'The Godfather (1972)', 'Pulp Fiction (1994)', 'Good Will Hunting (1997)', 'The Silence of the Lambs (1991)', 'Titanic (1997)', 'A Few Good Men (1992)', 'Braveheart (1995)']"
3172,"[1, 364, 1198, 296, 356, 318, 1270, 480, 1213]","[1193, 3265, 316, 3802, 2247, 1060, 293, 1175, 736, 28, 296, 3751, 2916, 1580, 3764, 2001, 750, 745, 3114]",1,"['Toy Story (1995)', 'The Lion King (1994)', 'Raiders of the Lost Ark (1981)', 'Pulp Fiction (1994)', 'Forrest Gump (1994)', 'The Shawshank Redemption (1994)', 'Back to the Future (1985)', 'Jurassic Park (1993)', 'The Matrix (1999)', 'Goodfellas (1990)', 'Enjoy watching!']"
1592,"[1294, 1197, 2243, 1281, 1230, 750, 3507]","[367, 2527, 3481, 3039, 3176, 2788, 2424, 1220, 3462, 3566, 2020, 2076, 3638, 2804, 2870, 3168, 3262, 3253, 364, 736, 2399, 1920, 1276, 2352, 1214, 1090, 1304, 1674, 1198, 1270, 1298, 1104, 3174, 914, 3948, 1200, 2015, 1380, 3725, 1183, 3671, 158, 2455, 2628, 3188, 1242]",0,"['**Tootsie (1982)', '**M*A*S*H (1970)', '**The Princess Bride (1987)', '**Planes, Trains and Automobiles (1987)', '**Broadcast News (1987)', '**The Great Dictator (1940)', '**The Graduate (1967)', '**Annie Hall (1977)', '**Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)', '**The Odd Couple (1968)']"
605,"[1307, 2124, 39, 1407, 2671, 2762, 2572, 2710, 2706, 2315]","[1726, 410, 3005, 3107, 1485, 73, 2028, 260, 3546, 1584, 2490, 1721, 608]",0,"['**When Harry Met Sally... (1989)', '**The Addams Family (1991)', '**Clueless (1995)', '**Scream (1996)', '**Notting Hill (1999)', '**The Sixth Sense (1999)', '**10 Things I Hate About You (1999)', '**The Blair Witch Project (1999)', '**American Pie (1999)', '**Bride of Chucky (1998)']"
170,"[1201, 608, 1265, 318, 553, 1732, 1246, 1278, 1304, 1197]","[1591, 1204, 1036, 2657, 1253, 2701, 1200, 1097, 3578, 3300, 1206, 1225, 3755, 3624]",0,"['The Good, the Bad and the Ugly (1966)', 'Fargo (1996)', 'Groundhog Day (1993)', 'The Shawshank Redemption (1994)', 'Tombstone (1993)', 'The Big Lebowski (1998)', 'Dead Poets Society (1989)', 'Young Frankenstein (1974)', 'Butch Cassidy and the Sundance Kid (1969)', 'The Princess Bride (1987)', 'Enjoy watching!']"
3564,"[2762, 1236, 1682, 1584, 3499, 2003, 799]","[891, 2291, 3837, 3476, 70, 1215, 2985, 3499, 2338, 1992, 1792, 474, 2628, 2514, 1342, 1200, 1999, 1882, 1379, 3770, 2336, 1779, 2058, 2353, 1645, 1544, 1396, 2154, 799]",2,"['The Fly (1986)', 'The Sixth Sense (1999)', 'Tremors (1990)', 'The Truman Show (1998)', 'The Lost Boys (1987)', 'Contact (1997)', 'Misery (1990)', 'Gremlins (1984)', 'The Others (2001)', 'The Frighteners (1996)']"
2895,"[318, 296, 1213, 608, 1732, 2858, 50, 778, 1682, 2959]","[1204, 1544, 3760, 2355, 2002, 2917, 3865, 2996, 1240, 1957, 2243, 1173, 3740, 2805, 1892, 3505, 1189, 3624, 3135, 2409, 390, 3105, 364, 1307, 3360, 1722, 1429, 446, 1079, 3175, 1208, 1060, 2134, 1179, 866, 592, 3060, 3148, 34, 3753, 19, 1193, 1278, 1639, 2410, 235, 3185, 2302, 380, 3420, 3408, 1721, 1711, 1641, 429, 1747, 3706, 555, 3618, 454, 2335, 2915, 1262, 1393, 3317, 3005, 356, 2431, 1876, 3809, 3683, 3909, 2273, 3698, 2881, 2463, 173, 3197]",0,"['The Shawshank Redemption (1994)', 'Pulp Fiction (1994)', 'Goodfellas (1990)', 'Fargo (1996)', 'The Big Lebowski (1998)', 'American Beauty (1999)', 'The Usual Suspects (1995)', 'Trainspotting (1996)', 'The Truman Show (1998)', 'Fight Club (1999)', 'Enjoy watching!']"
